metric,group,width_mm,pod
L_90,low,0.76,0.8019477597098355
L_90,low,0.77,0.806846328293324
L_90,low,0.78,0.8116521930066296
L_90,low,0.79,0.8163656974673156
L_90,low,0.8,0.8209872600050632
L_90,low,0.81,0.8255173701590667
L_90,low,0.8200000000000001,0.8299565851669712
L_90,low,0.8300000000000001,0.8343055264572592
L_90,low,0.8400000000000001,0.8385648761562571
L_90,low,0.8500000000000001,0.8427353736201916
L_90,low,0.8600000000000001,0.8468178120019699
L_90,low,0.8700000000000001,0.8508130348616135
L_90,low,0.8800000000000001,0.8547219328285218
L_90,low,0.89,0.8585454403230115
L_90,low,0.9,0.8622845323438527
L_90,low,0.91,0.8659402213278174
L_90,low,0.92,0.8695135540865674
L_90,low,0.93,0.8730056088255539
L_90,low,0.9400000000000001,0.876417492248957
L_90,low,0.9500000000000001,0.8797503367540896
L_90,low,0.9600000000000001,0.8830052977181053
L_90,low,0.9700000000000001,0.8861835508793041
L_90,low,0.9800000000000001,0.889286289814807
L_90,low,0.9900000000000001,0.8923147235158844
L_90,low,1.0,0.8952700740617681
L_90,low,1.01,0.8981535743923478
L_90,low,1.02,0.9009664661797662
L_90,low,1.03,0.9037099977985603
L_90,low,1.04,0.9063854223936662
L_90,low,1.05,0.9089939960453037
L_90,low,1.06,0.9115369760294818
L_90,low,1.07,0.9140156191726234
L_90,low,1.08,0.9164311802985855
L_90,low,1.09,0.9187849107661613
L_90,low,1.1,0.9210780570949768
L_90,low,1.11,0.9233118596775534
L_90,low,1.12,0.9254875515751795
L_90,low,1.1300000000000001,0.9276063573951298
L_90,low,1.1400000000000001,0.9296694922466907
L_90,low,1.1500000000000001,0.931678160773374
L_90,low,1.1600000000000001,0.933633556258658
L_90,low,1.1700000000000002,0.9355368598025561
L_90,low,1.1800000000000002,0.9373892395662882
L_90,low,1.1900000000000002,0.9391918500823272
L_90,low,1.2000000000000002,0.9409458316270893
L_90,low,1.21,0.9426523096535543
L_90,low,1.22,0.9443123942811217
L_90,low,1.23,0.9459271798400415
L_90,low,1.24,0.947497744467796
L_90,low,1.25,0.949025149754854
L_90,low,1.26,0.9505104404372724
L_90,low,1.27,0.9519546441336726
L_90,low,1.28,0.9533587711241828
L_90,low,1.29,0.9547238141689992
L_90,low,1.3,0.9560507483642884
L_90,low,1.31,0.9573405310332225
L_90,low,1.32,0.9585941016500058
L_90,low,1.33,0.9598123817948334
L_90,low,1.34,0.9609962751377861
L_90,low,1.35,0.9621466674497472
L_90,low,1.36,0.9632644266384996
L_90,low,1.37,0.9643504028082348
L_90,low,1.3800000000000001,0.9654054283407791
L_90,low,1.3900000000000001,0.9664303179969196
L_90,low,1.4000000000000001,0.9674258690362767
L_90,low,1.4100000000000001,0.9683928613542538
L_90,low,1.4200000000000002,0.9693320576346476
L_90,low,1.4300000000000002,0.9702442035165882
L_90,low,1.4400000000000002,0.9711300277745336
L_90,low,1.4500000000000002,0.9719902425101093
L_90,low,1.46,0.972825543354654
L_90,low,1.47,0.9736366096813849
L_90,low,1.48,0.9744241048261617
L_90,low,1.49,0.9751886763158825
L_90,low,1.5,0.9759309561036011
mtf_h,high,0.05,0.49956875779358595
mtf_h,high,0.060000000000000005,0.5045479108863791
mtf_h,high,0.07,0.5095261620547442
mtf_h,high,0.08,0.5145025245602523
mtf_h,high,0.09,0.5194760131617698
mtf_h,high,0.1,0.5244456448949041
mtf_h,high,0.11,0.5294104398476177
mtf_h,high,0.12000000000000001,0.534369421930716
mtf_h,high,0.13,0.5393216196419227
mtf_h,high,0.14,0.5442660668222806
mtf_h,high,0.15000000000000002,0.5492018034036337
mtf_h,high,0.16,0.5541278761459741
mtf_h,high,0.16999999999999998,0.559043339363466
mtf_h,high,0.18,0.5639472556379883
mtf_h,high,0.19,0.5688386965190789
mtf_h,high,0.2,0.573716743209193
mtf_h,high,0.21000000000000002,0.5785804872332372
mtf_h,high,0.22000000000000003,0.5834290310913791
mtf_h,high,0.22999999999999998,0.5882614888941804
mtf_h,high,0.24,0.5930769869791496
mtf_h,high,0.25,0.5978746645078594
mtf_h,high,0.26,0.6026536740428288
mtf_h,high,0.27,0.6074131821034191
mtf_h,high,0.28,0.6121523697000534
mtf_h,high,0.29,0.6168704328461218
mtf_h,high,0.3,0.6215665830469927
mtf_h,high,0.31,0.6262400477656104
mtf_h,high,0.32,0.6308900708642144
mtf_h,high,0.33,0.6355159130217801
mtf_h,high,0.33999999999999997,0.6401168521268329
mtf_h,high,0.35,0.6446921836453533
mtf_h,high,0.36,0.6492412209635442
mtf_h,high,0.37,0.6537632957052946
mtf_h,high,0.38,0.6582577580242256
mtf_h,high,0.39,0.6627239768702683
mtf_h,high,0.4,0.6671613402307717
mtf_h,high,0.41,0.6715692553461996
mtf_h,high,0.42,0.6759471489005229
mtf_h,high,0.43,0.6802944671864711
mtf_h,high,0.44,0.6846106762458504
mtf_h,high,0.45,0.6888952619851896
mtf_h,high,0.46,0.6931477302670175
mtf_h,high,0.47,0.6973676069771222
mtf_h,high,0.48,0.7015544380681823
mtf_h,high,0.49,0.7057077895802032
mtf_h,high,0.5,0.7098272476382262
mtf_h,high,0.51,0.7139124184278165
mtf_h,high,0.52,0.7179629281488675
mtf_h,high,0.53,0.7219784229482894
mtf_h,high,0.54,0.7259585688321792
mtf_h,high,0.55,0.7299030515580981
mtf_h,high,0.56,0.733811576508096
mtf_h,high,0.5700000000000001,0.7376838685431596
mtf_h,high,0.5800000000000001,0.7415196718397608
mtf_h,high,0.5900000000000001,0.7453187497092169
mtf_h,high,0.6000000000000001,0.7490808844005722
mtf_h,high,0.6100000000000001,0.7528058768877343
mtf_h,high,0.6200000000000001,0.7564935466415975
mtf_h,high,0.63,0.7601437313879051
mtf_h,high,0.64,0.763756286851593
mtf_h,high,0.65,0.7673310864883736
mtf_h,high,0.66,0.77086802120431
mtf_h,high,0.67,0.7743669990641358
mtf_h,high,0.68,0.7778279449890694
mtf_h,high,0.6900000000000001,0.7812508004448702
mtf_h,high,0.7000000000000001,0.784635523120872
mtf_h,high,0.7100000000000001,0.7879820866007327
mtf_h,high,0.7200000000000001,0.7912904800256132
mtf_h,high,0.7300000000000001,0.7945607077505067
mtf_h,high,0.7400000000000001,0.7977927889944101
mtf_h,high,0.7500000000000001,0.8009867574850291
mtf_h,high,0.76,0.8041426610986875
mtf_h,high,0.77,0.8072605614960953
mtf_h,high,0.78,0.8103405337546203
mtf_h,high,0.79,0.8133826659976823
mtf_h,high,0.8,0.816387059021877
mtf_h,high,0.81,0.819353825922417
mtf_h,high,0.8200000000000001,0.8222830917174554
mtf_h,high,0.8300000000000001,0.8251749929718416
mtf_h,high,0.8400000000000001,0.8280296774208359
mtf_h,high,0.8500000000000001,0.8308473035942904
mtf_h,high,0.8600000000000001,0.8336280404417834
mtf_h,high,0.8700000000000001,0.8363720669591722
