speed,iso,dist,C_M,L_90,mtf_h,mtf_v,bew_h,bew_v,sigma_motion,width_mm,detected
60,200,5.5,0.2993,89.0,0.09788043478260865,0.11672041666666666,5.2818764302059495,4.662583333333333,2.4805638293877195,0.3,0
60,200,5.5,0.2993,89.0,0.09788043478260865,0.11672041666666666,5.2818764302059495,4.662583333333333,2.4805638293877195,0.4,0
60,200,5.5,0.2993,89.0,0.09788043478260865,0.11672041666666666,5.2818764302059495,4.662583333333333,2.4805638293877195,0.5,0
60,200,5.5,0.2993,89.0,0.09788043478260865,0.11672041666666666,5.2818764302059495,4.662583333333333,2.4805638293877195,0.6,0
60,200,5.5,0.2993,89.0,0.09788043478260865,0.11672041666666666,5.2818764302059495,4.662583333333333,2.4805638293877195,0.7,1
60,200,5.5,0.2993,89.0,0.09788043478260865,0.11672041666666666,5.2818764302059495,4.662583333333333,2.4805638293877195,0.8,1
60,200,5.5,0.2993,89.0,0.09788043478260865,0.11672041666666666,5.2818764302059495,4.662583333333333,2.4805638293877195,0.9,1
60,200,5.5,0.2993,89.0,0.09788043478260865,0.11672041666666666,5.2818764302059495,4.662583333333333,2.4805638293877195,1.0,1
60,200,6.5,0.3153,73.0,0.09096944444444441,0.08953124999999995,5.742430555555556,5.779236111111111,,0.1,0
60,200,6.5,0.3153,73.0,0.09096944444444441,0.08953124999999995,5.742430555555556,5.779236111111111,,0.2,0
60,200,6.5,0.3153,73.0,0.09096944444444441,0.08953124999999995,5.742430555555556,5.779236111111111,,0.3,0
60,200,6.5,0.3153,73.0,0.09096944444444441,0.08953124999999995,5.742430555555556,5.779236111111111,,0.4,0
60,200,6.5,0.3153,73.0,0.09096944444444441,0.08953124999999995,5.742430555555556,5.779236111111111,,0.5,0
60,200,6.5,0.3153,73.0,0.09096944444444441,0.08953124999999995,5.742430555555556,5.779236111111111,,0.6,0
60,200,6.5,0.3153,73.0,0.09096944444444441,0.08953124999999995,5.742430555555556,5.779236111111111,,0.7,0
60,200,6.5,0.3153,73.0,0.09096944444444441,0.08953124999999995,5.742430555555556,5.779236111111111,,0.8,0
60,200,6.5,0.3153,73.0,0.09096944444444441,0.08953124999999995,5.742430555555556,5.779236111111111,,0.9,0
60,200,6.5,0.3153,73.0,0.09096944444444441,0.08953124999999995,5.742430555555556,5.779236111111111,,1.0,0
60,400,2.5,0.3646,189.0,0.1066833333333333,0.12392986111111105,4.880416666666667,4.747430555555556,2.5027046134021584,0.1,1
60,400,2.5,0.3646,189.0,0.1066833333333333,0.12392986111111105,4.880416666666667,4.747430555555556,2.5027046134021584,0.2,1
60,400,2.5,0.3646,189.0,0.1066833333333333,0.12392986111111105,4.880416666666667,4.747430555555556,2.5027046134021584,0.3,1
60,400,2.5,0.3646,189.0,0.1066833333333333,0.12392986111111105,4.880416666666667,4.747430555555556,2.5027046134021584,0.4,1
60,400,2.5,0.3646,189.0,0.1066833333333333,0.12392986111111105,4.880416666666667,4.747430555555556,2.5027046134021584,0.5,1
60,400,2.5,0.3646,189.0,0.1066833333333333,0.12392986111111105,4.880416666666667,4.747430555555556,2.5027046134021584,0.6,1
60,400,2.5,0.3646,189.0,0.1066833333333333,0.12392986111111105,4.880416666666667,4.747430555555556,2.5027046134021584,0.7,1
60,400,2.5,0.3646,189.0,0.1066833333333333,0.12392986111111105,4.880416666666667,4.747430555555556,2.5027046134021584,0.8,1
60,400,2.5,0.3646,189.0,0.1066833333333333,0.12392986111111105,4.880416666666667,4.747430555555556,2.5027046134021584,0.9,1
60,400,2.5,0.3646,189.0,0.1066833333333333,0.12392986111111105,4.880416666666667,4.747430555555556,2.5027046134021584,1.0,1
60,400,3.5,0.3081,138.0,0.10249,0.13336557692307688,5.026454545454545,4.405365384615385,2.389902794478245,0.1,0
60,400,3.5,0.3081,138.0,0.10249,0.13336557692307688,5.026454545454545,4.405365384615385,2.389902794478245,0.2,0
60,400,3.5,0.3081,138.0,0.10249,0.13336557692307688,5.026454545454545,4.405365384615385,2.389902794478245,0.3,0
60,400,3.5,0.3081,138.0,0.10249,0.13336557692307688,5.026454545454545,4.405365384615385,2.389902794478245,0.4,1
60,400,3.5,0.3081,138.0,0.10249,0.13336557692307688,5.026454545454545,4.405365384615385,2.389902794478245,0.5,1
60,400,3.5,0.3081,138.0,0.10249,0.13336557692307688,5.026454545454545,4.405365384615385,2.389902794478245,0.6,1
60,400,3.5,0.3081,138.0,0.10249,0.13336557692307688,5.026454545454545,4.405365384615385,2.389902794478245,0.7,1
60,400,3.5,0.3081,138.0,0.10249,0.13336557692307688,5.026454545454545,4.405365384615385,2.389902794478245,0.8,1
60,400,3.5,0.3081,138.0,0.10249,0.13336557692307688,5.026454545454545,4.405365384615385,2.389902794478245,0.9,1
60,400,3.5,0.3081,138.0,0.10249,0.13336557692307688,5.026454545454545,4.405365384615385,2.389902794478245,1.0,1
60,400,4.5,0.2749,160.0,0.08852196969696965,0.0944444444444444,6.207449494949495,5.9961111111111105,1.5098266589233345,0.1,1
60,400,4.5,0.2749,160.0,0.08852196969696965,0.0944444444444444,6.207449494949495,5.9961111111111105,1.5098266589233345,0.2,1
